Title,Date,Duration,Genres,Director,Crew,Synopsis,Note_Ac,User_score_2
Yannick,2 août 2023,1h 07min,[],N/A,"['Raphaël Quenard', 'Pio Marmaï']","En pleine représentation de la pièce « Le Cocu », un très mauvais boulevard, Yannick se lève et interrompt le spectacle pour reprendre la soirée en main...","3,8","3,9"
Charlie et la chocolaterie,13 juillet 2005,1h 55min,[],N/A,"['Brigitte Millar', 'Johnny Depp']","Charlie, issu d'une famille pauvre, ne peut s'offrir les bonbons dont raffolent les enfants de son âge. Pour obtenir son comptant de sucreries, il participe à un concours organisé par Willy Wonka, l'inquiétant propriétaire d'une fabrique de chocolat.","4,0","3,9"
Les Petites victoires,1 mars 2023,1h 30min,[],N/A,"['Michel Blanc', 'Julia Piaton']","Entre ses obligations de maire et son rôle d'institutrice au sein du petit village de Kerguen, les journées d’Alice sont déjà bien remplies. L’arrivée dans sa classe d'un sexagénaire au caractère explosif, enfin décidé à apprendre à lire et à écrire, va rendre son quotidien ingérable.","3,6","3,8"
The Family Plan,15 décembre 2023,1h 58min,[],N/A,"['Mark Wahlberg', 'Michelle Monaghan']","Dan Morgan, mari dévoué, père de trois enfants et vendeur de voitures accompli, aime sa petite vie tranquille de banlieue. Mais ce n’est qu’une partie de son histoire. Des années plus tôt, il travaillait pour le gouvernement, chargé d’éliminer les personnes les plus dangereuses au monde. Lorsque des ennemis de son passé le retrouvent, Dan embarque sa femme qui ne se doute de rien, sa fille, une adolescente qui se sent incomprise, son fils, un adolescent addict aux jeux vidéos et son adorable bébé de 10 mois dans leur minivan pour un road trip improvisé à travers le pays, direction Las Vegas. Déterminé à protéger sa famille – tout en leur offrant les vacances de leur vie – Dan doit reprendre du service, sans révéler sa véritable identité.","3,3","3,2"
Une affaire de détails,31 mars 2021,2h 08min,[],N/A,"['Denzel Washington', 'Rami Malek']","Deke, shérif adjoint du comté de Kern, victime récemment d'un burn-out, doit faire équipe avec le détective du LASD, Baxter, afin de retrouver un tueur en série. Deke est aussi intuitif que rebelle à l'autorité, l'inverse de Baxter. Parallèlement à l'enquête, le shérif adjoint voit resurgir un sombre secret de son passé...","3,1",--
L'Incroyable Noël de Shaun le mouton,15 novembre 2023,0h 52min,[],N/A,[],"Cette année, Noël devrait être parfait ! Sauf qu’avec Shaun et son troupeau d’amis rien ne se passe jamais comme prévu… Les joyeux préparatifs se transforment rapidement en une mission quasi impossible : ça ne va pas être une mince affaire de réunir tout le monde autour du sapin.","3,8","3,3"
En plein vol,12 janvier 2024,1h 44min,[],N/A,"['Kevin Hart', 'Gugu Mbatha-Raw']",Un voleur d'œuvres d'art habile et chevronné prépare un casse impossible avec son équipe d'élite : subtiliser un demi-milliard de dollars en or à bord d'un avion en plein ciel.,"2,3",--
L'Amour et les Forêts,24 mai 2023,1h 45min,[],N/A,"['Virginie Efira', 'Melvil Poupaud']","Quand Blanche croise le chemin de Gregoire, elle pense rencontrer celui qu’elle cherche. Les liens qui les unissent se tissent rapidement et leur histoire se construit dans l’emportement. Le couple déménage, Blanche s’éloigne de sa famille, de sa sœur jumelle, s’ouvre à une nouvelle vie. Mais fil après fil, elle se retrouve sous l’emprise d’un homme possessif et dangereux.","3,8","3,9"
Les Choses simples,22 février 2023,1h 36min,[],N/A,"['Lambert Wilson', 'Grégory Gadebois']","Vincent est un célèbre entrepreneur à qui tout réussit. Un jour, une panne de voiture sur une route de montagne interrompt provisoirement sa course effrénée. Pierre, qui vit à l’écart du monde moderne au milieu d’une nature sublime, lui vient en aide et lui offre l’hospitalité.","2,7","3,7"
Munch,20 décembre 2023,1h 45min,[],N/A,"['Alfred Ekker Strande', 'Mattis Herman Nyquist']","Après son premier amour, le jeune Edvard Munch se rend à Berlin où la révélation de son génie se heurte aux réticences de l’arrière-garde. On le retrouve plus tard à Copenhague, en proie aux doutes et en lutte contre ses propres démons. Au crépuscule de sa vie, il consacre ses dernières heures à préserver son œuvre de la mainmise des nazis qui occupent la Norvège. Ces motifs dressent le portrait foisonnant et changeant de l’homme derrière Le Cri.","2,5","3,3"
La Promesse,29 novembre 2017,2h 13min,[],N/A,"['Oscar Isaac', 'Christian Bale']","1914,  la Grande Guerre menace d’éclater tandis que s’effondre le puissant Empire Ottoman. À Constantinople, Michael, jeune étudiant arménien en médecine et Chris, reporter photographe américain, se disputent les faveurs de la belle Ana.","2,2","3,9"
Cloud Atlas,13 mars 2013,2h 45min,[],N/A,"['Tom Hanks', 'Halle Berry']","À travers une histoire qui se déroule sur cinq siècles dans plusieurs espaces temps, des êtres se croisent et se retrouvent d’une vie à l’autre, naissant et renaissant successivement…","3,4","3,9"
Nouveaux riches,17 novembre 2023,1h 41min,[],N/A,"['Nassim Lyes', 'Zoé Marchal']","Youss est un pro de l'arnaque...Lors d'une partie de poker qui tourne mal pour lui, il rencontre Stéphanie, millionaire en crypto - l'occasion rêvée d'essuyer ses dettes. Il cherche à se rapprocher d'elle, mais n'est pas seul...","2,7",--
Thanksgiving : la semaine de l'horreur,29 novembre 2023,1h 47min,[],N/A,"['Patrick Dempsey', 'Addison Rae']","Un an après qu’un Black Friday a viré au chaos, un mystérieux tueur s’inspire de la fête traditionnelle de Thanksgiving et terrorise la ville de Plymouth (Massachussetts), berceau de la célèbre fête.","3,0","2,9"
Barbaque,27 octobre 2021,1h 28min,[],N/A,['Marina Foïs'],"Vincent et Sophie sont bouchers. Leur commerce, tout comme leur couple, est en crise. Mais leur vie va basculer le jour où Vincent tue accidentellement un vegan militant qui a saccagé leur boutique… Pour se débarrasser du corps, il en fait un jambon que sa femme va vendre par mégarde.","3,3","3,7"
Eiffel,13 octobre 2021,1h 49min,[],N/A,"['Romain Duris', 'Emma Mackey']","Venant tout juste de terminer sa collaboration sur la Statue de la Liberté, Gustave Eiffel est au sommet de sa carrière. Le gouvernement français veut qu’il crée quelque chose de spectaculaire pour l’Exposition Universelle de 1889 à Paris, mais Eiffel ne s’intéresse qu’au projet de métropolitain.","2,8","3,2"
Mission: Impossible – Dead Reckoning Partie 1,12 juillet 2023,2h 43min,[],N/A,"['Tom Cruise', 'Hayley Atwell']","Dans Mission : Impossible - Dead Reckoning Partie 1, Ethan Hunt et son équipe de l’IMF se lancent dans leur mission la plus périlleuse à ce jour : traquer une effroyable nouvelle arme avant que celle-ci ne tombe entre de mauvaises mains et menace l’humanité entière.","4,0","4,1"
Barbie,19 juillet 2023,1h 55min,[],N/A,"['Margot Robbie', 'Ryan Gosling']","A Barbie Land, vous êtes un être parfait dans un monde parfait. Sauf si vous êtes en crise existentielle, ou si vous êtes Ken.","3,5","2,9"
The Cursed,1 avril 2023,1h 53min,[],N/A,"['Boyd Holbrook', 'Kelly Reilly']","XIXe siècle, dans la campagne française. John McBride doit déterminer si le cadavre d'un adolescent est l'oeuvre d'un homme ou d'une bête. Il est hebergé par Seamus Laurent et sa femme, Isabelle, désemparés car leur fils, un ami de la victime, a disparu depuis deux semaines...","3,0",--
The Fabelmans,22 février 2023,2h 31min,[],N/A,"['Gabriel LaBelle', 'Michelle Williams']","Portrait profondément intime d’une enfance américaine au XXème siècle, The Fabelmans de Steven Spielberg nous plonge dans l’histoire familiale du cinéaste qui a façonné sa vie personnelle et professionnelle.","4,9","4,3"
Le Consentement,11 octobre 2023,1h 58min,[],N/A,"['Jean-Paul Rouve', 'Kim Higelin']","Paris, 1985. Vanessa a treize ans lorsqu'elle rencontre Gabriel Matzneff, écrivain quinquagénaire de renom. La jeune adolescente devient l'amante et la muse de cet homme célébré par le monde culturel et politique. Se perdant dans la relation, elle subit de plus en plus violemment l’emprise destructrice que ce prédateur exerce sur elle.","3,0","3,6"
Le Grand magasin,6 décembre 2023,1h 10min,[],N/A,"['Kawaida Natsumi', 'Takeo Otsuka']","Akino est l'apprentie concierge d'un grand magasin vraiment spécial : les clients y sont tous des animaux. Qu’ils soient petits ou grands, à poils ou à plumes, Akino travaille dur pour satisfaire toutes leurs demandes… même les plus surprenantes !","3,4","3,7"
La Vie pour de vrai,19 avril 2023,1h 50min,[],N/A,['Kad Merad'],"Tridan Lagache a passé sa vie au Club Med, à changer d’amis tous les 8 jours. À 50 ans, il démissionne du club de vacances mexicain où il est né, bien décidé à retrouver, 42 ans plus tard, son grand amour d’enfance, Violette.","2,8","2,5"
Follow_dead,13 décembre 2023,1h 34min,[],N/A,"['Augustus Prew', 'Andrea Bang']","Après qu’Adam a répondu de façon agressive à des trolls d’Internet, un mystérieux profil intitulé Dear_David « follow » ses réseaux sociaux. Dès lors, il commence à ressentir une présence maléfique dans son propre appartement.","1,8","1,3"
Omar la fraise,24 mai 2023,1h 32min,[],N/A,"['Reda Kateb', 'Benoît Magimel']","Omar la Fraise est un bandit à l’ancienne. Contraint à la cavale en Algérie, il vit de petites magouilles, accompagné de son acolyte Roger. Après avoir régné sur le milieu du banditisme français durant des décennies, ils doivent ensemble accepter leur nouvelle vie...","3,4","2,8"
Wahou !,7 juin 2023,1h 30min,[],N/A,['Karin Viard'],"Catherine et Oracio sont conseillers immobiliers et enchaînent les visites de deux biens : une grande maison bourgeoise « piscinable, vue RER », et un petit appartement moderne situé en plein triangle d'or de Bougival.","3,5","2,4"
Jusqu'ici tout va bien,27 février 2019,1h 30min,[],N/A,"['Gilles Lellouche', 'Malik Bentalha']","Fred Bartel est le charismatique patron d’une agence de communication parisienne branchée, Happy Few. Après un contrôle fiscal houleux, il est contraint par l’administration de délocaliser du jour au lendemain son entreprise à La Courneuve. Fred et son équipe y font la rencontre de Samy, un jeune de banlieue qui va vite se proposer pour leur apprendre les règles et usages à adopter dans ce nouvel environnement.","3,1","3,2"
L'Extravagant voyage du jeune et prodigieux T.S. Spivet,16 octobre 2013,1h 45min,[],N/A,"['Kyle Catlett', 'Helena Bonham Carter']","T.S. Spivet, vit dans un ranch isolé du Montana avec ses parents, sa soeur Gracie et son frère Layton. Petit garçon surdoué et passionné de science, il a inventé la machine à mouvement perpétuel, ce qui lui vaut de recevoir le très prestigieux prix Baird du Musée Smithsonian de Washington.","3,2","3,7"
The Killer,10 novembre 2023,1h 59min,[],N/A,"['Michael Fassbender', 'Tilda Swinton']","Après un désastre évité de justesse, un tueur se bat contre ses employeurs et lui-même, dans une mission punitive à travers le monde qui n'a soi-disant rien de personnel.","3,9","3,3"
Les SEGPA,20 avril 2022,1h 39min,[],N/A,"['Ichem Bougheraba', 'Walid Ben Amar']","Les SEGPA se font virer de leur établissement. À leur grande surprise, ils intègrent le prestigieux collège Franklin D. Roosevelt.Le Principal, peu enclin à voir la réputation de son école se détériorer, imagine un stratagème pour virer les SEGPA tout en conservant les aides.","2,0","1,7"
Minuit à Paris,11 mai 2011,1h 34min,[],N/A,"['Owen Wilson', 'Rachel McAdams']","Un jeune couple d’américains dont le mariage est prévu à l’automne se rend pour quelques jours à Paris. La magie de la capitale ne tarde pas à opérer, tout particulièrement sur le jeune homme amoureux de la Ville-lumière et qui aspire à une autre vie que la sienne.","4,2","3,7"
Le Grinch,6 décembre 2000,1h 44min,[],N/A,"['Jim Carrey', 'Taylor Momsen']","Le Grinch est un croque-mitaine de poils verts qui arbore un sourire élastique jusqu'aux oreilles. Misanthrope exilé, il vit depuis 53 ans dans une grotte sur le mont Crumpit avec son chien Max.","3,0","2,6"
Le Théorème de Marguerite,1 novembre 2023,1h 52min,[],N/A,"['Ella Rumpf', 'Jean-Pierre Darroussin']","L'avenir de Marguerite, brillante élève en Mathématiques à l'ENS, semble tout tracé. Seule fille de sa promo, elle termine une thèse qu’elle doit exposer devant un parterre de chercheurs. Le jour J, une erreur bouscule toutes ses certitudes et l’édifice s’effondre.","3,5","4,0"
Un stupéfiant Noël,8 décembre 2023,1h 30min,[],N/A,"['Eric Judor', 'Matthias Quiviger']","À la veille de Noël, Greg, un policier solitaire et taciturne, n’hésite pas à abandonner sa fille pour partir en mission. Pour lui donner une leçon, le Père Noël décide d’exaucer le souhait de sa fille : que son père ressemble à Richard Silestone, le bon père de famille un peu benêt et lourdement endetté du film de Noël qu’elle adore. Alors que Greg est envoyé dans ce monde improbable, Richard atterrit par erreur dans le monde réel. En se réveillant, les deux hommes comprennent qu’ils n’ont d’autre choix que de réussir la mission de l’autre pour regagner leurs vies respectives : démanteler un dangereux réseau de drogue pour Richard et sauver la maison familiale pour Greg en remportant le concours de patinage artistique local.","3,9","2,9"
Asteroid City,21 juin 2023,1h 46min,[],N/A,"['Jason Schwartzman', 'Scarlett Johansson']","Asteroid City est une ville minuscule, en plein désert, dans le sud-ouest des États-Unis. Nous sommes en 1955. Le site est surtout célèbre pour son gigantesque cratère de météorite et son observatoire astronomique à proximité.","3,3","3,0"
Demain Tout Commence,7 décembre 2016,1h 58min,[],N/A,"['Omar Sy', 'Gloria Colston']","L'histoire d'un homme qui se retrouve père du jour au lendemain. La traque de la mère du nourrisson, partie faire sa vie ailleurs, va le conduire à Londres où il devient cascadeur dans un show TV.","3,2","4,1"
Fall,6 décembre 2022,1h 47min,[],N/A,"['Grace Caroline Currey', 'Virginia Gardner']","Traumatisée par la mort de son mari lors d’un accident de varappe, Becky a perdu goût à la vie. Constamment à la recherche de sensations fortes, son amie Hunter la convainc d’escalader avec elle une tour de télécommunication désaffectée, située en plein désert et mesurant plus de 600 mètres. Mais la structure est vieille et fragile et elles se retrouvent coincées tout en haut de la construction, sans ressources et sous un soleil dévorant… L’expérience ultime ne fait que commencer…","3,2",--
Chien de la casse,19 avril 2023,1h 33min,[],N/A,"['Anthony Bajon', 'Dominique Reymond']","Dog et Mirales sont amis d’enfance. Ils vivent dans un petit village du sud de la France et passent la majeure partie de leurs journées à traîner dans les rues. Pour tuer le temps, Mirales a pris l’habitude de taquiner Dog plus que de raison. Leur amitié va être mise à mal par l'arrivée au village d'une jeune fille.","3,7","4,0"
