Title,Date,Duration,Note_Imdb,User_score_1,Synopsis
Taken,2008,1h 30m,"7,8 (628 k)",51,Un agent de la CIA à la retraite parcourt l'Europe et s'appuie sur ses anciennes compétences pour sauver sa fille qui a été enlevée lors de vacances à Paris.
Manchester by the Sea,2016,2h 17m,"7,8 (307 k)",96,Un oncle dépressif doit prendre soin de son neveu adolescent après le décès de son père.
"Boyz'n the Hood, la loi de la rue",1991,1h 52m,"7,8 (152 k)",76,"Suit la vie de trois jeunes hommes vivant dans le ghetto de Crenshaw à Los Angeles, décortiquant des questions sur la race, les relations, la violence et les perspectives d'avenir."
Little Miss Sunshine,2006,1h 41m,"7,8 (511 k)",80,Une famille déterminée à faire arriver sa fille en finale d'un concours de beauté se lance dans un périple à travers les États-Unis dans son mini-van.
Skyfall,2012,2h 23m,"7,8 (725 k)",81,"La loyauté de Bond envers M est testée lorsque son passé revient le hanter. Quand le MI6 est attaqué, 007 doit détecter et détruire la menace, quel que soit le coût."
Night Call,2014,1h 57m,"7,8 (595 k)",76,"Lorsque Louis Bloom, escroc en manque de travail, s'immisce dans le monde du journalisme de faits divers de Los Angeles, il refuse la distinction entre observateur et participant pour devenir la star de sa propre histoire."
Les incorruptibles,1987,1h 59m,"7,8 (327 k)",79,"L'agent fédéral Eliot Ness est bien déterminé à arrêter Al Capone? en raison de la corruption endémique, il réunit une petite équipe triée sur le volet."
Hot Fuzz,2007,2h 1m,"7,8 (530 k)",81,Un officier de police qualifié de Londres est transféré dans une petite ville qui recèle un sombre secret.
Le fugitif,1993,2h 10m,"7,8 (314 k)",87,"Le Dr. Richard Kimble, injustement accusé de l'assassinat de sa femme, doit retrouver le véritable meurtrier alors qu'il est pris en chasse par un U.S. Marshal chevronné."
Le plus beau des combats,2000,1h 53m,"7,8 (229 k)",48,L'histoire vraie d'un entraîneur afro-américain et de son équipe de lycéens lors de leur première saison en tant qu'entité multiethnique.
Misery,1990,1h 47m,"7,8 (232 k)",75,"Un célèbre romancier, sauvé d'un accident de voiture par une fan éplorée, réalise que les soins que celle-ci lui prodigue ne sont que le début d'un long cauchemar."
Captain Fantastic,2016,1h 58m,"7,8 (232 k)",72,"Dans les forêts du nord-ouest du Pacifique, un père voué à élever ses six enfants avec une éducation physique et intellectuelle rigoureuse est forcé de quitter son paradis et d'entrer dans le monde normal, défiant son idée de ce que signifie être parent."
Conversation secrète,1974,1h 53m,"7,8 (120 k)",87,Un expert en surveillance paranoïaque fait une crise de conscience lorsqu'il soupçonne le meurtre du couple qu'il observe.
Le gang des champions,1993,1h 41m,"7,8 (101 k)",55,"Au cours de l'été 1962, un jeune garçon, fraîchement débarqué en ville, est pris sous l'aile d'un jeune prodige du baseball et de sa flamboyante équipe, pour de folles aventures."
Paddington 2,2017,1h 43m,"7,8 (92 k)",88,"Paddington, maintenant heureux, bien installé chez les Brown et membre apprécié de la communauté locale, décroche une série de petits boulots afin de pouvoir acheter le cadeau idéal pour le 100ème anniversaire de sa tante Lucy."
Captain America: Civil War,2016,2h 27m,"7,8 (839 k)",75,L'implication politique dans les activités des Avengers provoque une rupture entre Capitaine America et Iron Man.
La mémoire dans la peau,2002,1h 59m,"7,8 (571 k)",68,"Un homme est arrêté par un bateau de pêche, rongé par les balles et atteint d'amnésie, avant de courir pour échapper à des assassins et tenter de retrouver sa mémoire."
Retour vers le futur 2,1989,1h 48m,"7,8 (566 k)",57,"Après un détour par 2015, Marty McFly doit recommencer sa visite de 1955 afin d'éviter des changements désastreux en 1985... mais sans nuire aux effets de son premier voyage."
Le dernier samouraï,2003,2h 34m,"7,8 (465 k)",55,Un conseiller militaire américain capturé au combat embrasse la culture samouraï qu'il avait été engagé pour détruire.
Charade,1963,1h 53m,"7,8 (84 k)",83,Romance et suspense s'ensuivent à Paris alors qu'une femme est poursuivie par plusieurs hommes qui recherchent la fortune volée par son mari assassiné. À qui peut-elle faire confiance?
Fighter,2010,1h 56m,"7,8 (386 k)",79,"Basé sur l'histoire de Micky Ward, ce film présente un jeune boxeur qui tente d'échapper à l'ombre de son frère plus âgé, plus célèbre mais perturbé, et trouve sa propre chance de devenir un grand boxeur."
L'éveil,1990,2h 1m,"7,8 (156 k)",74,"Les victimes d'une épidémie d'encéphalite il y a de nombreuses années ont été catatoniques depuis ce temps-là, mais désormais un nouveau médicament donne la possibilité de les faire revivre."
Seul au monde,2000,2h 23m,"7,8 (630 k)",73,Un dirigeant de FedEx subit des transformations physiques et émotionnelles pour survivre à un crash sur une île déserte.
Moon - La face cachée,2009,1h 37m,"7,8 (373 k)",67,"Sam Bell, astronaute, a une relation qui semble parfaite, au terme de ses trois années sur la lune. GERTY, son ordinateur, et lui, renvoie des parties d'une resource à la Terre qui a beaucoup aidé à minimiser les problemes d'énergie sur la planète."
Les Nouveaux Héros,2014,1h 42m,"7,8 (494 k)",74,Le grand robot gonflable Baymax et le prodige Hiro Hamada développent un lien spécial et font équipe avec un groupe d'amis pour former une bande de héros high-tech.
Close,2022,1h 44m,"7,8 (32 k)",81,"L'amitié intense entre deux garçons de treize ans, Léo et Rémi, est soudainement interrompue. Peinant à comprendre ce qui s'est passé, Léo se rapproche de Sophie, la mère de Rémi."
J'ai rencontré le diable,2010,2h 24m,"7,8 (144 k)",67,Un agent secret se venge d'un tueur en série en le capturant et le relâchant à maintes reprises.
Dragons 2,2014,1h 42m,"7,8 (359 k)",77,"Hiccup et Toothless ('Hocquet' et 'Sans Dents') découvrent une grotte glacée, habitée par des centaines de dragons sauvages et le mystérieux Cavalier des Dragons. Les deux amis se trouve au milieu d'une bataille pour protéger la paix"
Capitaine Phillips,2013,2h 14m,"7,8 (487 k)",82,"L'histoire vraie du Capitaine Richard Phillips et du détournement en 2009 par des pirates somaliens du MV Maersk Alabama, le premier navire de fret américain à être détourné en deux cent ans."
The Man from Earth,2007,1h 27m,"7,8 (198 k)",N/A,Une fête d'au revoir impromptue pour le Professeur John Oldman se transforme en interrogatoire mystérieux après que l'universitaire sur le départ révèle à ses collègues un passé plus étrange qu'ils n'auraient pu s'imaginer.
Jujutsu Kaisen 0,2021,1h 45m,"7,8 (34 k)",71,"Yuuta Okkotsu rejoins le Jujutsu High School et apprend à contrôler Rika, un démon qui le protégé, afin d'aider les gens. En première année du lycée, Yuuta commence à apprendre les arts du Jujutsu et à combattre les êtres maléfiques."
Macadam cowboy,1969,1h 53m,"7,8 (119 k)",79,"Un escroc naïf qui a quitté le Texas pour New York à la recherche de la fortune, se fait un ami en chemin."
Walk the Line,2005,2h 16m,"7,8 (263 k)",72,"Une chronique de la vie de Johnny Cash, légende de la musique country, depuis ses débuts dans un champ de coton de l'Arkansas jusqu'à sa célébrité avec Sun Records à Memphis, où il enregistra aux côtés d'Elvis Presley, Jerry Lee Lewis et Carl Perkins."
Serenity - L'ultime rébellion,2005,1h 59m,"7,8 (304 k)",74,L'équipage du navire Serenity (Sérénité) essaie d'échapper à un assassin qui tente de recapturer un membre de l'équipage qui est télépathe.
Kiki la petite sorcière,1989,1h 43m,"7,8 (161 k)",85,"Kiki, 13 ans, part vivre seule dans une ville côtière afin de parfaire sa formation de sorcière. Sur les conseils d'Osono, une boulangère qui l'héberge gratuitement, la jeune fille crée un service de livraison rapide."
N.W.A: Straight Outta Compton,2015,2h 27m,"7,8 (216 k)",72,"Au milieu des années 80, le groupe NWA vient des rues malfamées de Compton à Los Angeles, en Californie et révolutionne la culture hip-hop avec sa musique et ses histoires sur la vie dans les quartiers."
"Millénium, le film",2009,2h 32m,"7,8 (222 k)",76,Un journaliste est aidé par une jeune hackeuse dans sa quête pour retrouver l'assassin d'une femme morte depuis quarante ans.
Moonrise Kingdom,2012,1h 34m,"7,8 (365 k)",84,"Une paire de jeunes amants s'enfuient de leur ville de New England, et le groupe de recherche des riverains s'étale à leur recherche."
La montagne sacrée,1973,1h 54m,"7,8 (47 k)",76,"Dans un monde corrompu et nourri par la cupidité, un alchimiste puissant conduit un personnage ressemblant à Jésus Christ et sept figures matérialistes sur la Montagne sacrée, où ils espèrent atteindre l'illumination."
Josey Wales hors-la-loi,1976,2h 15m,"7,8 (79 k)",69,Un fermier du Missouri rejoint une cellule de guérilla des Confédérés et se retrouve en déroute devant les soldats de l'Union qui ont assassiné sa famille.
À la poursuite de Ricky Baker,2016,1h 41m,"7,8 (140 k)",81,"Une chasse à l'homme nationale est ordonnée pour un gamin rebelle et son oncle, qui ont disparu dans le bush néozélandais."
Les vestiges du jour,1993,2h 14m,"7,8 (83 k)",86,"Un majordome qui s'est sacrifié corps et âme au service de son employeur, un lord anglais, dans les années précédant la Seconde Guerre mondiale se rend compte trop tard combien sa loyauté était mal avisée."
Treize vies,2022,2h 27m,"7,8 (66 k)",66,"Une équipe de sauvetage est réunie en Thaïlande où une dizaine de jeunes hommes et leur entraineur sont piégés dans un système de grottes souterraines, peu à peu victimes de la montée des eaux."
The Best Offer,2013,2h 11m,"7,8 (127 k)",49,Un expert en art solitaire travaillant pour une héritière mystérieuse et recluse découvre que sa collection n'est pas la seule chose qui mérite d'être examinée.
L'Île aux chiens,2018,1h 41m,"7,8 (188 k)",82,"Situé au Japon, l'Ile aux Chiens suit l'odyssée d'un jeune garçon à la recherche de son chien perdu."
Mississippi Burning,1988,2h 8m,"7,8 (109 k)",65,Deux agents du FBI aux styles très différents arrivent dans l'état du Mississippi pour enquêter sur la disparition de militants pour les droits civiques.
Révélations,1999,2h 37m,"7,8 (179 k)",84,Un chercheur en chimie subit des attaques personnelle et professionnelles lorsqu'il décide d'apparaître dans l'émission 60 Minutes sur l'industrie du tabac.
La valse des pantins,1982,1h 49m,"7,8 (117 k)",73,"L'humoriste en herbe Rupert Pupkin tente de percer dans le show-business en harcelant son idole, un présentateur d'une émission télévisée tardive qui ne souhaite que préserver sa vie privée."
Morse,2008,1h 54m,"7,8 (225 k)",82,"Oskar, un garçon doux et solitaire de 12 ans victime de harcèlement scolaire, trouve l'amour en la personne de Eli, une fille magnifique mais particulière, dont l'arrivée coïncide avec une série de morts bien mystérieuses."
La prisonnière du désert,1956,1h 59m,"7,8 (95 k)",94,Un vétéran de la guerre civile américaine se lance dans une expédition visant à délivrer sa nièce des Comanches.
The Fall,2006,1h 57m,"7,8 (116 k)",64,"Dans un hôpital de Los Angeles des années 20, un cascadeur blessé raconte à une petite fille au bras cassé, une histoire avec cinq héros mythiques. Grâce à son imagination délurée, la frontière entre la fiction et la réalité s'estompe."
Glory,1989,2h 2m,"7,8 (143 k)",78,"Robert Gould Shaw dirige la première compagnie de volontaires entièrement composée de noirs pendant la guerre de Sécession des États-Unis, luttant à la fois contre les préjugés de son propre camp, l'Union Army et du camp des Confédérés."
L'étoffe des héros,1983,3h 13m,"7,8 (65 k)",91,L'histoire des 7 premiers astronautes de Mercury et leur approche macho et instinctive à l'égard du programme spatial.
Ciel d'octobre,1999,1h 48m,"7,8 (97 k)",71,"La véritable histoire de Homer Hickam, fils d'un mineur de charbon, qui inspiré par le premier lancement de Spoutnik décida de se lancer dans la fuséologie contre le gré de son père."
L'échange,2008,2h 21m,"7,8 (264 k)",63,Une mère en deuil s'en prend à la police de Los Angeles à son propre détriment lorsqu'elle tente de faire passer un imposteur évident pour son enfant disparu.
Zombie : Le Crépuscule des morts-vivants,1978,2h 7m,"7,8 (127 k)",71,"Suite à une épidémie de zombies grandissante, deux membres d'une unité d'élite de Philadelphia, un reporter de la circulation et sa petite-amie productrice de télévision se réfugient dans un centre commercial isolé."
Ed Wood,1994,2h 7m,"7,8 (183 k)",70,"Edward D. Wood Jr, réalisateur de film ambitieux mais perturbé, fait de son mieux pour réaliser ses rêves, malgré son manque de soutien."
Kramer contre Kramer,1979,1h 45m,"7,8 (153 k)",77,"La femme de Ted Kramer le quitte, ce qui lui permet de renouer des liens avec son fils, Billy. Mais il s'ensuit une lutte acharnée pour la garde du fils du couple divorcé, aggravant la douleur causée par la séparation."
Si tu tends l'oreille,1995,1h 51m,"7,8 (71 k)",75,Rencontre et éveil sentimental de deux adolescents dans le grand Tokyo contemporain.
Les moissons du ciel,1978,1h 34m,"7,8 (62 k)",94,"Un ouvrier agricole intempestif convainc la femme qu'il aime, d'épouser leur riche patron mourant, afin de pouvoir prétendre à l'héritage de sa fortune."
La passion Van Gogh,2017,1h 34m,"7,8 (63 k)",62,Un récit animé dans lequel un jeune homme se rend dans la ville où le peintre Vincent van Gogh a vécu avant de mourir et enquête sur ses derniers jours.
Le Jour où la Terre s'arrêta...,1951,1h 32m,"7,8 (85 k)",83,Un alien débarque et dit aux habitants de la Terre qu'ils doivent vivre en paix ou ils seront détruits en tant que danger pour les autres planètes.
Burt Munro,2005,2h 7m,"7,8 (58 k)",68,"L'histoire du Néo-Zélandais Burt Munro, qui a passé des années à reconstruire une moto Indian de 1920, ce qui l'a aidé à établir le record du monde de vitesse sur terre au Bonneville Salt Flats de l'Utah en 1967."
